Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents,Publication Year
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2018
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2018
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2018
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2018
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2018
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2018
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2018
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2018
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2018
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2018
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2018
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2018
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2018
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2018
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2018
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2018
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2018
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2018
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2018
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2018
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2018
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2018
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2018
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2018
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2018
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2018
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2018
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2018
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2018
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2018
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2018
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2018
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2018
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2018
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2018
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2018
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2018
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2018
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2018
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2018
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2018
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2018
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2018
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2018
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2018
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2018
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2018
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2018
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2018
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2018
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2018
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2018
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2018
12,"service, year, health, child, care, study, programme, control, early, life",,,2018
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2018
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2018
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2018
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2018
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2018
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2018
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2018
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2018
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2018
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2018
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2018
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2018
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2018
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2017
6,"information, time, method, problem, make, approach, provide, process, standard, option",,,2017
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2017
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2017
6,"information, time, method, problem, make, approach, provide, process, standard, option",,,2017
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2017
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2017
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2017
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2017
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2017
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2017
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
6,"information, time, method, problem, make, approach, provide, process, standard, option",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2017
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2017
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2017
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2017
6,"information, time, method, problem, make, approach, provide, process, standard, option",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2017
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2017
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2017
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2017
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2017
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2017
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2017
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2017
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2017
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2017
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2017
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2017
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2017
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2017
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2017
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2017
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2017
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2017
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2017
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2017
12,"service, year, health, child, care, study, programme, control, early, life",,,2017
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2017
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2017
